operation,direction_key,slope,signed_slope,line_bin_width,line_id,n_pixels_used,used_fallback,line_median,global_median,stripe_offset_subtracted
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,49,208,0,0.009509290623510826,0.0006766097436699554,0.008832680879840871
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,50,206,0,-0.00015810960842054574,0.0006766097436699554,-0.0008347193520905011
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,51,200,0,0.006262002054741461,0.0006766097436699554,0.005585392311071506
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,52,198,0,0.001120411781738692,0.0006766097436699554,0.0004438020380687366
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,53,190,0,0.0009360362773628823,0.0006766097436699554,0.000259426533692927
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,54,188,0,0.006544928168916086,0.0006766097436699554,0.005868318425246131
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,55,182,0,0.005532911161983465,0.0006766097436699554,0.004856301418313509
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,56,180,0,0.007194250481642451,0.0006766097436699554,0.0065176407379724955
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,57,174,0,0.011162709289775545,0.0006766097436699554,0.01048609954610559
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,58,172,0,0.01315557177776222,0.0006766097436699554,0.012478962034092265
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,59,166,0,0.00629431345703271,0.0006766097436699554,0.005617703713362754
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,60,164,0,-0.007061026500505394,0.0006766097436699554,-0.007737636244175349
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,61,158,0,0.01689592078183008,0.0006766097436699554,0.016219311038160128
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,62,156,0,0.03195971441460965,0.0006766097436699554,0.0312831046709397
